id,data_reclamacao,estado,regiao,categoria,status,texto
2737,2023-09-15,SP,Sudeste,Comércio Eletrônico,Resolvida,PRODUTO CHEGOU QUEBRADO E A Submarino NÃO QUER RESPONSABILIZAR!!! ABSURDO.  Estou indignado. 😤😩
2738,2024-08-26,MG,Sudeste,Telecomunicações,Sem resposta da empresa,"Prezados, estou sendo cobrado por um serviço de assinatura q nunca contratei. O valor de R$ 73,15 aparece na minha fatura há 2 meses.  Já naum tenho paciência."
2739,2024-12-05,SE,Nordeste,Telecomunicações,Não resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 4.883,23 aparece na minha fatura há 2 meses.  Quero cancelar tudo agora."
2740,2024-06-25,PR,Sul,Educação,Sem resposta da empresa,Tenho problemas recorrentes com a Kroton há meses Já nunca confio mais 😩💸
2741,2024-03-18,RO,Norte,Bancos e Cartões,Resolvida,"ROUBARAM MEU CARTÃO E O Santander NÃO QUER ESTORNAR!!! 3 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 4.437,88!!! ABSURDO.  Estou indignado. 😠🤬👎"
2742,2023-10-01,AM,Norte,Telecomunicações,Não resolvida,Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 410 aparece na minha fatura há 6 meses.
2743,2023-09-15,MG,Sudeste,Telecomunicações,Resolvida,horrivel 😡🤬💸
2744,2023-05-02,PE,Nordeste,Telecomunicações,Resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 89,94 aparece na minha fatura há 6 meses."
2745,2024-09-23,PB,Nordeste,Bancos e Cartões,Não resolvida,Tive uma compra nunca reconhecida no valor de R$ 67 mil contestada há 7 dias e o Banco do Brasil não retornou com nenhuma resposta.
2746,2023-10-17,PA,Norte,Transporte Aéreo,Não resolvida,Voo da Gol cancelado sem aviso prévio em 17-10-2024. Perdi compromisso de trabalho importante e até até agora nunca obtive reembolso.
2747,2023-06-01,CE,Nordeste,Energia Elétrica,Resolvida,"minha conta de luz veio R$ 61, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na Light e disseram q ta tudo certo, mas como pode??"
2748,2024-12-09,RJ,Sudeste,Comércio Eletrônico,Não resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 37,40."
2749,2023-06-29,SP,Sudeste,Bancos e Cartões,Não resolvida,"Tomei um empréstimo no Itaú e os juros foram aplicados em valor diferente do contratado — pagaria R$ 271, está vindo R$ 54,31."
2750,2023-08-20,RN,Nordeste,Bancos e Cartões,Não resolvida,"O aplicativo do Santander fica fora do ar há 60 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
2751,2023-04-29,SP,Sudeste,Educação,Não resolvida,"Boa tarde, tenho problemas recorrentes com a Kroton há meses. Já nunca confio mais."
2752,2023-09-27,MG,Sudeste,Bancos e Cartões,Em análise,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Santander e continuei recebendo cobranças de anuidade.
2753,2024-04-29,AP,Norte,Comércio Eletrônico,Em análise,"Olá, comprei um produto na Amazon no dia 24.03.2023 e até agora não recebi. O prazo era de 10 dias e já se passaram 25.  Estou indignado."
2754,2023-03-17,SP,Sudeste,Energia Elétrica,Resolvida,abusivo
2755,2024-02-13,PI,Nordeste,Transporte Aéreo,Em análise,"voo atrasou 8 horas, perdi conexao, a Azul nao deu nem agua direito, isso é desrespeito com o consumidor."
2756,2023-05-05,TO,Norte,Saúde — Planos,Resolvida,Estou tentando agendar uma consulta com cardiologista pelo Unimed há 5 meses e não há vagas em nenhum dos prestadores credenciados.
2757,2024-01-08,BA,Nordeste,Saúde — Planos,Resolvida,"Boa tarde, sou cliente há 10 bastante tempo e o reajuste do plano foi de 50% este ano, sem qualquer transparência no cálculo."
2758,2024-12-12,CE,Nordeste,Bancos e Cartões,Não resolvida,"ROUBARAM MEU CARTÃO E O Nubank NÃO QUER ESTORNAR!!! 2 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 937,88!!! ABSURDO!!!"
2759,2024-02-16,SP,Sudeste,Telecomunicações,Não resolvida,"to com problema com a Oi a 8 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
2760,2024-01-20,ES,Sudeste,Telecomunicações,Resolvida,"Meu plano de telefonia da Net parou de funcionar após uma atualização do sistema, e há 20 dias não consigo fazer ligações.  Já não tenho paciência."
2761,2023-11-04,RJ,Sudeste,Imobiliário,Não resolvida,  
2762,2023-06-08,RJ,Sudeste,Telecomunicações,Não resolvida,.
2763,2024-01-20,AM,Norte,Saúde — Planos,Em análise,Meu plano de saúde Sulamérica negou autorização para um exame solicitado pelo médico em 21/03/24. Sem justificativa adequada.
2764,2024-05-07,CE,Nordeste,Transporte Aéreo,Resolvida,"voo atrasou 8 horas, perdi conexao, a Gol nao deu nem agua direito, isso é desrespeito com o consumidor"
2765,2023-09-12,AC,Norte,Telecomunicações,Resolvida,"SUPER SUPER INDIGNADA COM A Tim!! COBRANÇA INDEVIDA HÁ MESES E O ATENDIMENTO É PÉSSIMO. QUERO O ESTORNO IMEDIATO DOS R$ 92,21 COBRADOS!!!"
2766,2023-05-29,SP,Sudeste,Energia Elétrica,Resolvida,"minha conta de luz veio R$ 136,59, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na CPFL e disseram que ta tudo certo, mas como pode??"
2767,2023-03-02,MG,Sudeste,Energia Elétrica,Em análise,"Solicitei religação após pagamento da fatura no dia 21/01/2024 e até hoje, 5 dias depois, sigo sem energia. Meu telefone para retorno: (31) 99988-7766."
2768,2024-05-15,PI,Nordeste,Bancos e Cartões,Não resolvida,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Itaú e continuei recebendo cobranças de anuidade.  Vou registrar no Procon.
2769,2024-04-25,TO,Norte,Saúde — Planos,Resolvida,O Unimed cancelou meu plano alegando inadimplência mas tenho todos os comprovantes de pagamento em dia
2770,2024-02-09,BA,Nordeste,Telecomunicações,Em análise,Contratei portabilidade da SKY para a Net e fiquei 20 dias sem linha funcionando. Perdi negócios importantes nesse período.  Vou processar a empresa.
2771,2023-08-08,DF,Centro-Oeste,Telecomunicações,Resolvida,.
2772,2024-05-02,MG,Sudeste,Comércio Eletrônico,Não resolvida,"produto nao chegou no prazo, ja faz 1 mes do prazo de entrega, queria muito esse aspirador pro aniversario do meu filho"
2773,2023-03-21,BA,Nordeste,Transporte Aéreo,Resolvida,Minha bagagem foi extraviada no voo de 9 de julho e a Gol se recusa a indenizar pelo valor declarado.  Vou processar a empresa.
2774,2023-10-26,RJ,Sudeste,Telecomunicações,Sem resposta da empresa,cancelei o plano e continuam cobrando ja é a 4a vez q ligo ng resolve vc descontam direto do meu cartao e eu nao consigo bloquear  Aguardo retorno
2775,2023-10-19,RJ,Sudeste,Imobiliário,Em análise,"Atendimento da Tenda é ruim demais, ninguém resolve nada."
2776,2024-10-01,SP,Sudeste,Imobiliário,Resolvida,Tenho problemas recorrentes com a Tenda há meses. Inclusive já naum confio mais.
2777,2024-04-14,CE,Nordeste,Energia Elétrica,Sem resposta da empresa,"Prezados, recebi conta de luz com valor de R$ 8.375,92 este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Cemig jamais explica."
2778,2023-01-17,PA,Norte,Seguros,Não resolvida,Tenho problemas recorrentes com a Bradesco Seguros há meses. Já não confio mais.  Quero cancelar tudo agora.
2779,2023-10-24,RJ,Sudeste,Telecomunicações,Sem resposta da empresa,cancelei o plano e continuam cobrando ja é a 4a vez q ligo ng resolve vc descontam direto do meu cartao e eu nao consigo bloquear  Aguardo retorno
2780,2024-09-26,SP,Sudeste,Energia Elétrica,Não resolvida,"Solicitei religação após pagamento da fatura no dia 26/02/2023 e até hoje, 5 dias depois, sigo sem energia."
2781,2023-03-30,PR,Sul,Energia Elétrica,Não resolvida,"Boa tarde, eSTOU SEM LUZ HÁ 3 DIAS!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!! É UMA QUESTÃO DE SAÚDE!!!"
2782,2023-01-27,BA,Nordeste,Saúde — Planos,Não resolvida,"plano negou meu exame de novo, ja é a 6a vez esse ano, isso é cobertura ou que? pago certinho todo mes"
2783,2023-05-12,PE,Nordeste,Telecomunicações,Não resolvida,A internet caiu há 45 dias e a SKY não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
2784,2023-02-26,SP,Sudeste,Bancos e Cartões,Sem resposta da empresa,Solicitei a portabilidade do meu salário para o Inter em 8 de setembro e até hoje 45 dias depois o processo não foi concluído
2785,2024-08-02,SP,Sudeste,Saúde — Planos,Não resolvida,REAJUSTE DE 32% NO MEU PLANO Sulamérica!!!!!!!!!!!! ISSO É ABUSIVO!!!!!!!!!!!!
2786,2023-02-08,MA,Nordeste,Bancos e Cartões,Resolvida,"O aplicativo do Bradesco fica fora do ar há 20 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
2787,2024-10-22,SP,Sudeste,Telecomunicações,Não resolvida,Ruim demais
2788,2023-10-21,GO,Centro-Oeste,Telecomunicações,Não resolvida,"Bom dia, contratei o plano de internet de 300 mega da Tim no dia 02.03.2023 e até hoje a velocidade não passa de 15 mega. Já fiz três protocolos e ninguém resolve."
2789,2023-10-04,PR,Sul,Imobiliário,Sem resposta da empresa,Tenho problemas recorrentes com a MRV há meses. Já não confio mais.
2790,2024-11-17,PR,Sul,Telecomunicações,Não resolvida,"Boa noite, estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 5.826,34 aparece na minha fatura há 6 meses.  Vou registrar no Procon. Por favor entrem em contato no e-mail maria.silva@gmail.com."
2791,2024-05-23,BA,Nordeste,Transporte Aéreo,Sem resposta da empresa,Minha bagagem foi extraviada no voo de 14-03-2024 e a Gol se recusa a indenizar pelo valor declarado.
2792,2024-04-10,PR,Sul,Transporte Aéreo,Não resolvida,...
2793,2024-06-14,RJ,Sudeste,Saúde — Planos,Resolvida,Meu plano de saúde Sulamérica negou autorização para um exame solicitado pelo médico em 03.02.2024. Sem justificativa adequada.  Já não tenho paciência.
2794,2023-08-16,MG,Sudeste,Bancos e Cartões,Não resolvida,"O aplicativo do Caixa fica fora do ar há 10 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
2795,2023-12-13,MG,Sudeste,Comércio Eletrônico,Resolvida,"Boa tarde, comprei um produto na Magazine Luiza no dia 04/01/24 e até agora nunca recebi. O prazo era de 10 dias e já se passaram 25."
2796,2024-07-21,PR,Sul,Telecomunicações,Em análise,"Prezados, tim cobrou 3 faturas duplicadas no meu cartao, ja contestei e ninguem resolve, isso nao pode ser certo"
2797,2023-01-03,PR,Sul,Educação,Em análise,"Bom dia, atendimento da Yduqs é péssimo, ninguém resolve nada.  Estou indignado. Meu telefone para retorno: (85) 98765-1234."
2798,2023-12-06,PI,Nordeste,Seguros,Em análise,A Porto Seguro não respondeu ao meu protocolo nº 6573147.  Espero solução urgente. 💸😩
2799,2024-01-08,PA,Norte,Telecomunicações,Não resolvida,Contratei o plano de internet de 400 mega da Oi no dia 30.05.2024 e até hoje a velocidade naum passa de 10 mega. Já fiz três protocolos e ninguém resolve.
2800,2023-12-03,BA,Nordeste,Seguros,Resolvida,A Porto Seguro não respondeu ao meu protocolo nº 6869018.
2801,2023-06-19,ES,Sudeste,Comércio Eletrônico,Resolvida,Bought this product yesterday and it arrived broken. Service is terrible.
2802,2024-01-07,SC,Sul,Transporte Aéreo,Sem resposta da empresa,Minha bagagem foi extraviada no voo de 22 de setembro e a Azul se recusa a indenizar pelo valor declarado.
2803,2024-08-09,GO,Centro-Oeste,Bancos e Cartões,Em análise,A taxa de juros do cheque especial saltou de 6% para 10% sem aviso prévio. Me sinto enganada como cliente há mais de 8 anos.
2804,2024-07-16,SC,Sul,Telecomunicações,Resolvida,"Boa tarde, eSTOU SEM INTERNET HÁ 5 DIAS E A Vivo NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE!!!"
2805,2024-02-27,SP,Sudeste,Educação,Em análise,A Estácio não respondeu ao meu protocolo nº 8569809.
2806,2024-03-22,RJ,Sudeste,Saneamento,Resolvida,Tenho problemas recorrentes com a Caesb há meses. Já jamais confio mais.
2807,2023-11-28,CE,Nordeste,Transporte Aéreo,Não resolvida,"voo atrasou 8 horas, perdi conexao, a LATAM nao deu nem agua direito, isso é desrespeito com o consumidor.  Não recomendo a empresa."
2808,2023-03-04,MA,Nordeste,Telecomunicações,Resolvida,"Olá, a Oi aumentou a mensalidade do meu plano de R$ 39,20 para R$ 377,36 sem aviso prévio. Considero isso prática abusiva."
2809,2023-10-02,SP,Sudeste,Energia Elétrica,Resolvida,"Solicitei religação após pagamento da fatura no dia 13.04.2024 e até hoje, 5 dias depois, sigo sem energia."
2810,2023-06-09,DF,Centro-Oeste,Telecomunicações,Não resolvida,to com problema com a Oi a 8 messes ja internet ruim e ngm resolve ja paguei tudo direitinho mas o servico continua pessimo ja perdi a paciencia  Não recomendo a empresa
2811,2024-06-25,BA,Nordeste,Bancos e Cartões,Resolvida,"Prezados, rOUBARAM MEU CARTÃO E O Santander NÃO QUER ESTORNAR!!!!!!!!!!!! 3 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 62 mil!!!!!!!!!!!! ABSURDO!!!!!!!!!!!!"
2812,2024-11-29,SP,Sudeste,Comércio Eletrônico,Sem resposta da empresa,O produto chegou com defeito e a Shopee insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
2813,2024-12-01,ES,Sudeste,Imobiliário,Resolvida,A Direcional não respondeu ao meu protocolo nº 1715141.
2814,2023-03-14,SP,Sudeste,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Mercado Livre insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC. 👎
2815,2023-08-06,SP,Sudeste,Energia Elétrica,Resolvida,"Recebi conta de luz com valor de R$ 65 mil este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Cemig não explica. Meu telefone para retorno: (85) 98765-1234."
2816,2023-04-24,SP,Sudeste,Transporte Aéreo,Não resolvida,péssima companhia
2817,2024-04-11,SP,Sudeste,Comércio Eletrônico,Em análise,"Boa noite, recebi o produto errado da Amazon: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna."
2818,2023-12-30,PB,Nordeste,Telecomunicações,Não resolvida,"Meu plano de telefonia da Vivo parou de funcionar após uma atualização do sistema, e há 30 dias jamais consigo fazer ligações.  Vou registrar no Procon."
2819,2024-04-29,RN,Nordeste,Transporte Aéreo,Resolvida,"voo atrasou 8 horas, perdi conexao, a Azul nao deu nem agua direito, isso é desrespeito com o consumidor.  Vou processar a empresa."
2820,2023-10-25,RS,Sul,Comércio Eletrônico,Não resolvida,"Bom dia, recebi o produto errado da Kabum: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.  Estou indignado."
2821,2023-12-31,MG,Sudeste,Bancos e Cartões,Resolvida,"Olá, o aplicativo do Banco do Brasil fica fora do ar há 30 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
2822,2024-02-16,RS,Sul,Energia Elétrica,Resolvida,ta sem luz aqui no bairro a 2 dias perdi tudo que tinha na geladeira e a Cemig nao da satisfação 👎
2823,2024-03-01,MG,Sudeste,Saúde — Planos,Em análise,plano péssimo
2824,2023-09-16,PR,Sul,Comércio Eletrônico,Em análise,"Bom dia, pRODUTO CHEGOU QUEBRADO E A Kabum NÃO QUER RESPONSABILIZAR!!! ABSURDO!!!"
2825,2023-08-10,SP,Sudeste,Bancos e Cartões,Resolvida,"ROUBARAM MEU CARTÃO E O Banco do Brasil NÃO QUER ESTORNAR!!! 2 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 873,58!!! ABSURDO!!!"
2826,2023-02-12,PI,Nordeste,Comércio Eletrônico,Resolvida,0/10
2827,2024-06-12,SP,Sudeste,Transporte Aéreo,Em análise,Olá minha bagagem foi extraviada no voo de 17052023 e a LATAM se recusa a indenizar pelo valor declarado Meu CPF é 111.222.333-44 para confirmação.
2828,2023-01-27,AP,Norte,Telecomunicações,Não resolvida,"Olá, a internet caiu há 30 dias e a Vivo nunca dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades."
2829,2023-10-10,GO,Centro-Oeste,Imobiliário,Não resolvida,"Boa noite, atendimento da Direcional é péssimo, ninguém resolve nada."
2830,2023-10-10,RJ,Sudeste,Seguros,Não resolvida,"Boa tarde, tenho problemas recorrentes com a Porto Seguro há meses. Já nunca confio mais.  Não recomendo a empresa."
2831,2023-05-04,MG,Sudeste,Saúde — Planos,Resolvida,"Olá, amil demorou 30 dias pra autorizar uma cirurgia de urgencia, isso é jogar com a vida das pessoas"
2832,2024-11-13,ES,Sudeste,Imobiliário,Resolvida,Tenho problemas recorrentes com a MRV há meses. Eu já não confio mais.  Não recomendo a empresa.
2833,2024-02-23,RJ,Sudeste,Transporte Aéreo,Resolvida,Minha bagagem foi extraviada no voo de 17.07.2024 e a Gol se recusa a indenizar pelo valor declarado.  Vou processar a empresa.
2834,2023-12-03,AC,Norte,Telecomunicações,Não resolvida,"Bom dia, contratei o plano de internet de 500 mega da Oi no dia 3 de junho e até hoje a velocidade não passa de 20 mega. Já fiz três protocolos e ninguém resolve."
2835,2024-05-19,SP,Sudeste,Energia Elétrica,Não resolvida,"Olá, a luz caiu na minha rua às 06h40 de 20 de junho e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer."
2836,2023-10-10,SP,Sudeste,Transporte Aéreo,Resolvida,Voo da Azul cancelado sem aviso prévio em 11 de maio Perdi compromisso de trabalho importante e até até agora jamais obtive reembolso
2837,2023-06-16,BA,Nordeste,Energia Elétrica,Resolvida,"Solicitei religação após pagamento da fatura no dia 01/06/2023 e até hoje, 5 dias depois, sigo sem energia."
